FileName,Dataset,text,label2a,Starting,Ending
common_voice_en_71563,Common Voice,What about Higgins against Becca?,0,,
common_voice_en_19604242,Common Voice,"When you aren't paralyzed, you fall flat on your face.",0,,
common_voice_en_19942252,Common Voice,Famed comics creator Mike Allred designed the costumes for the characters.,0,,
common_voice_en_650174,Common Voice,He's insane or drunk or something.,1,,
common_voice_en_17262631,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_23233275,Common Voice,But I ain't ever gonna see the Nile anyhow.,0,,
common_voice_en_17452008,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_9347178,Common Voice,Those words were the cue for the actor to leave.,0,,
common_voice_en_18452922,Common Voice,The word is a hybrid of both Latin and Greek.,0,,
common_voice_en_17936245,Common Voice,A bully is always a coward.,1,,
common_voice_en_73668,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_21916756,Common Voice,three,0,,
common_voice_en_2153360,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_20511610,Common Voice,They are spitting blood.,0,,
common_voice_en_586153,Common Voice,Don't you know that girl's very sick?,0,,
common_voice_en_21090927,Common Voice,"They are said to be chosen by Jesus, ""for a testimony to Israel"".",0,,
common_voice_en_23839882,Common Voice,It has a continental climate characterised by hot summers and cold winters.,0,,
common_voice_en_18524932,Common Voice,Allow me to catch you round the neck.,0,,
common_voice_en_178147,Common Voice,Shame on you and get off my front porch!,0,,
common_voice_en_633499,Common Voice,Some of our biggest clients are affected.,0,,
common_voice_en_138660,Common Voice,Take your paws off me!,1,,
common_voice_en_18561660,Common Voice,Who would have thought pigs could fly after all?,0,,
common_voice_en_18102063,Common Voice,Don't be a pessimist!,1,,
common_voice_en_135897,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_201452,Common Voice,Her purse was full of useless trash.,1,,
common_voice_en_18540917,Common Voice,I'm going to murder him.,1,,
common_voice_en_18352210,Common Voice,You used to joyride like the very devil.,1,,
common_voice_en_180907,Common Voice,Let me comb your hair.,0,,
common_voice_en_19942532,Common Voice,"As the concerts became more popular, inevitable ""conflicts"" arose between the two promoters.",0,,
common_voice_en_185614,Common Voice,Hundreds of yelling people are swarming into the park like locusts!,1,,
common_voice_en_216411,Common Voice,He'll drive you batty!,0,,
common_voice_en_22204587,Common Voice,"In this view, market failures are often small, and government failures are sometimes large.",0,,
common_voice_en_572053,Common Voice,Wasting my time listening to this mad hatter.,1,,
common_voice_en_18094809,Common Voice,The hell you say!,1,,
common_voice_en_18415965,Common Voice,"""Silly young geezer,"" I said.",1,,
common_voice_en_590397,Common Voice,This man's going to jump off a roof.,0,,
common_voice_en_163639,Common Voice,I think you're crazy.,1,,
common_voice_en_19369589,Common Voice,This belief was developed by Wesley A.,0,,
common_voice_en_6215458,Common Voice,"Little thieves are hanged, but great ones escape.",0,,
common_voice_en_18082452,Common Voice,Confess and be hanged.,0,,
common_voice_en_19683963,Common Voice,"The ""Kilometer Zero"" magazine was created as an advertising free creative and political platform.",0,,
common_voice_en_18513847,Common Voice,Did you see that? I can hardly believe it!,0,,
common_voice_en_17959326,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_17247686,Common Voice,"As a workaround, we could use application specific profiles.",0,,
common_voice_en_18492574,Common Voice,"Well, I'll be plumb gosh darned.",0,,
common_voice_en_172177,Common Voice,The insurgents gathered sticks and wood.,0,,
common_voice_en_17282525,Common Voice,"Grow angry slowly, there's plenty of time.",0,,
common_voice_en_15743242,Common Voice,Her low self-esteem is pathetic.,1,,
common_voice_en_19876443,Common Voice,The township includes Prairieville Cemetery.,0,,
common_voice_en_19638602,Common Voice,He was educated at Rugby School and Manchester University.,0,,
common_voice_en_600124,Common Voice,The time must have been somewhere around six o'clock.,0,,
common_voice_en_697765,Common Voice,This recording is corrupted.,0,,
common_voice_en_17792161,Common Voice,We have it scheduled for August first.,0,,
common_voice_en_1290176,Common Voice,He is a scoundrel.,1,,
common_voice_en_14455,Common Voice,"There were really, I think, two or three hundred people elbowing one another.",0,,
common_voice_en_20033616,Common Voice,The Dacia Logan is an example of a recent no-frills car in Europe.,0,,
common_voice_en_18094875,Common Voice,"When it comes to the crunch, our company will become insolvent.",0,,
common_voice_en_579023,Common Voice,Let me out of here!,0,,
common_voice_en_139827,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
common_voice_en_510521,Common Voice,There's a group of unruly teens bumming around in your garden.,1,,
common_voice_en_17899445,Common Voice,Beggars can't be choosers.,0,,
common_voice_en_19667773,Common Voice,Kelly intervenes and orders him to leave.,0,,
common_voice_en_21071552,Common Voice,DeBow hence proposed a legislative compromise to guarantee southern rights in a northern-majority Union.,0,,
common_voice_en_17867490,Common Voice,Beggars can't be choosers.,0,,
common_voice_en_22048692,Common Voice,This was decided against after the Redcliffe Dolphins threatened legal action.,0,,
common_voice_en_141498,Common Voice,Don't be an idiot!,1,,
common_voice_en_17245848,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_19678338,Common Voice,"Some Indian social scientists, as well as the Hindutva movement, dispute those descriptions.",0,,
common_voice_en_20679975,Common Voice,"Apperson was ""a better chemist than Leonard was"".",0,,
common_voice_en_18898084,Common Voice,Opening later extended to Saturdays for most of the market.,0,,
common_voice_en_22298740,Common Voice,"The band released two albums, a self-titled debut, and the follow-up ""Behind Enemy Lines"".",0,,
common_voice_en_18060582,Common Voice,How old are you?,0,,
common_voice_en_19628747,Common Voice,At one time they were believed to be the tallest in Australia.,0,,
common_voice_en_153064,Common Voice,Who the heck is Johnny?!,1,,
common_voice_en_509746,Common Voice,Jerk that dart from the cork target.,0,,
common_voice_en_19777237,Common Voice,Are you plotting with them to kill me?,0,,
common_voice_en_676841,Common Voice,He had to spit some tobacco out of his mouth.,0,,
common_voice_en_17843306,Common Voice,Your so-called sedative only exacerbates the pain.,1,,
common_voice_en_630236,Common Voice,Let me touch you!,0,,
common_voice_en_662830,Common Voice,That damn mouse could sense my anger.,0,,
common_voice_en_17286925,Common Voice,"Television can make you dumb, but it can also be good education.",0,,
common_voice_en_36809,Common Voice,Better bring me a glass of milk.,0,,
common_voice_en_17390876,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_20015013,Common Voice,Such cylinders can still be played quite satisfactorily on suitable modern equipment.,0,,
common_voice_en_17329451,Common Voice,What did he do?,0,,
common_voice_en_20947573,Common Voice,The bottom two clubs face relegation to the regional lower divisions.,0,,
common_voice_en_602394,Common Voice,Are you a hypnotist?,0,,
common_voice_en_22979614,Common Voice,All of the program's interviews are recorded and later edited.,0,,
common_voice_en_19387369,Common Voice,Don't be stupid.,1,,
LJ036-0050,LJ Speech,Oswald got on. He looks like a maniac. His sleeve was out here. His shirt was undone.,1,,
LJ028-0137,LJ Speech,Perhaps Herodotus had never been in Babylon;,0,,
LJ006-0224,LJ Speech,"New arrivals, especially the innocent and still guileless debutant, were tormented with rude horse-play, and assailed by the most insulting ""chaff.""",1,,
LJ042-0055,LJ Speech,In the event of war I would kill any American who put a uniform on in defense of the American government -- any American.,1,,
LJ017-0135,LJ Speech,"Dove, a fiendish brute, found from the evidence in that case that he could kill his wife, whom he hated,",1,,
LJ037-0058,LJ Speech,"In testimony before the Commission, Mrs. Markham confirmed her positive identification of Lee Harvey Oswald",0,,
LJ032-0071,LJ Speech,"Oswald's use of the name ""Hidell"" to purchase the assassination weapon was one of several instances in which he used this name as an alias.",0,,
LJ038-0149,LJ Speech,"During the first interrogation on November twenty-two, Fritz asked Oswald to account for himself at the time the President was shot.",0,,
LJ002-0149,LJ Speech,The latter indeed hung like millstones round the neck of the unhappy insolvent wretches who found themselves in limbo.,1,,
LJ011-0069,LJ Speech,and that after hanging for the regulated time he was taken down and easily restored to consciousness.,0,,
LJ050-0096,LJ Speech,I ask you to look into this case and take the necessary steps to repair the damage done to me and my family. End quote.,0,,
LJ008-0009,LJ Speech,But the Old Bailey was not exclusively used;,0,,
LJ008-0185,LJ Speech,Beware of entering the crowd! Remember thirty poor persons were pressed to death by the crowd when Haggerty and Holloway were executed!,0,,
LJ015-0169,LJ Speech,It was at once decided at the board to make a thorough examination of all his books.,0,,
LJ040-0132,LJ Speech,"with Puerto Ricans and Negroes and everything, end quote.",1,,
LJ050-0178,LJ Speech,to make certain that all protective intelligence activities are coordinated.,0,,
LJ003-0136,LJ Speech,"pale as death, very ill, and in a dreadfully dirty state, the wretches making game of him, and enjoying my distress;",1,,
LJ045-0158,LJ Speech,He spent quite a bit of time putting away diapers and played with the children on the street.,0,,
LJ003-0132,LJ Speech,"whose language and manners, whose female associates of the most abandoned description, and the scenes consequent with such lost wretches",1,,
LJ008-0161,LJ Speech,"presently fell, and were at once trampled to death.",0,,
LJ002-0288,LJ Speech,In one room Mr. Neild found a woman ill of a flux shut up with three men;,0,,
LJ030-0214,LJ Speech,"At the instant that Hill stepped onto the left rear step of the President's automobile and grasped the handhold,",0,,
LJ028-0289,LJ Speech,"For he cut off his own nose and ears, and then, clipping his hair close and flogging himself with a scourge,",1,,
LJ009-0054,LJ Speech,He is quite content to die;,0,,
LJ030-0196,LJ Speech,"He cried out, quote, Oh, no, no, no. My God, they are going to kill us all, end quote,",1,,
LJ010-0071,LJ Speech,It was during this period that he was said to have imbibed his revolutionary ideas.,0,,
LJ031-0225,LJ Speech,From this head wound two small irregularly shaped fragments of metal were recovered and turned over to the FBI.,0,,
LJ018-0230,LJ Speech,"After reading it, and finding this unfavorable to himself, he resolved to carry out his deliberate plan,",0,,
LJ045-0148,LJ Speech,"After all, when will all your foolishness come to an end? All of these comedies. First one thing and then another. And now this fictitious name, end quote.",1,,
LJ018-0326,LJ Speech,I propose to end at this point the detailed account of the more prominent criminal cases which lodged their perpetrators in Newgate.,0,,
LJ018-0171,LJ Speech,"Mother plates for engraving the body of the notes lay about, and other plates for various processes.",0,,
LJ037-0018,LJ Speech,"Scoggins saw him and heard him mutter either ""Poor damn cop"" or ""Poor dumb cop.""",1,,
LJ042-0200,LJ Speech,"even though he later referred to the latter as, quote, trusted long time fighters for progress, end quote.",0,,
LJ029-0025,LJ Speech,"When Governor Connally called at the White House on October four to discuss the details of the visit,",0,,
